"","year","state","month","number","date","area","rain","wind","temp"
"3630",2001,"Paraiba","mar",12,"01/01/2001",3.63,0,4,20.5
"3631",2002,"Paraiba","mar",18,"01/01/2002",278.53,0,3.6,21.7
"3632",2003,"Paraiba","mar",76,"01/01/2003",0,0,3.6,20.4
"3633",2004,"Paraiba","mar",83,"01/01/2004",0,0,7.6,5.1
"3634",2005,"Paraiba","mar",84,"01/01/2005",88.49,0,1.3,19.3
"3635",2006,"Paraiba","mar",56,"01/01/2006",6.43,0,1.3,26.4
"3636",2007,"Paraiba","mar",54,"01/01/2007",0,0,2.7,32.6
"3637",2008,"Paraiba","mar",43,"01/01/2008",0.68,0,1.8,27.9
"3638",2009,"Paraiba","mar",57,"01/01/2009",0,0,4,15.2
"3639",2010,"Paraiba","mar",22,"01/01/2010",95.18,0,2.2,13.4
"3640",2011,"Paraiba","mar",21,"01/01/2011",0,0,4.5,20.6
"3641",2012,"Paraiba","mar",55,"01/01/2012",0,0,5.8,22.8
"3642",2013,"Paraiba","mar",18,"01/01/2013",1.36,0,4.5,4.2
"3643",2014,"Paraiba","mar",42,"01/01/2014",0,0,2.7,20.6
"3644",2015,"Paraiba","mar",55,"01/01/2015",2.51,0,9.4,18.4
"3645",2016,"Paraiba","mar",63,"01/01/2016",0,0,2.2,32.4
"3646",2017,"Paraiba","mar",43,"01/01/2017",1.09,0,2.7,27.2
"3647",1998,"Paraiba","apr",0,"01/01/1998",0.9,0,3.1,19.4
"3648",1999,"Paraiba","apr",39,"01/01/1999",0,0,4.9,18.2
"3649",2000,"Paraiba","apr",51,"01/01/2000",1.52,0,5.4,20.8
"3650",2001,"Paraiba","apr",43,"01/01/2001",24.23,0,3.1,12.4
"3651",2002,"Paraiba","apr",84,"01/01/2002",0,0.2,4.9,17.4
"3652",2003,"Paraiba","apr",130,"01/01/2003",10.13,0,2.7,20.3
"3653",2004,"Paraiba","apr",68,"01/01/2004",7.36,0,0.9,15.4
"3654",2005,"Paraiba","apr",22,"01/01/2005",13.06,0,4.9,18.4
"3655",2006,"Paraiba","apr",49,"01/01/2006",3.33,0,5.4,24.3
"3656",2007,"Paraiba","apr",14,"01/01/2007",1.1,0,4,17.6
"3657",2008,"Paraiba","apr",62,"01/01/2008",0,0,4,20.6
"3658",2009,"Paraiba","apr",80,"01/01/2009",0,0,4.9,19
"3659",2010,"Paraiba","apr",71,"01/01/2010",3.33,0,2.2,29.2
"3660",2011,"Paraiba","apr",38,"01/01/2011",3.07,0,2.7,18.5
"3661",2012,"Paraiba","apr",38,"01/01/2012",10.93,0,3.1,30.8
"3662",2013,"Paraiba","apr",72,"01/01/2013",23.41,0,5.4,25.3
"3663",2014,"Paraiba","apr",38,"01/01/2014",34.36,0,2.2,22.6
"3664",2015,"Paraiba","apr",83,"01/01/2015",1.76,0,3.1,19.4
"3665",2016,"Paraiba","apr",167,"01/01/2016",2,0,2.7,18.8
"3666",2017,"Paraiba","apr",77,"01/01/2017",6.58,0,4,27.2
"3667",1998,"Paraiba","may",0,"01/01/1998",10.73,0,3.6,6.7
"3668",1999,"Paraiba","may",57,"01/01/1999",5.83,0,4.5,18.7
"3669",2000,"Paraiba","may",43,"01/01/2000",9.71,0,2.2,20.1
"3670",2001,"Paraiba","may",26,"01/01/2001",0,0,5.8,29.6
"3671",2002,"Paraiba","may",65,"01/01/2002",5.55,0,2.7,28.3
"3672",2003,"Paraiba","may",115,"01/01/2003",0,0,2.2,21.4
"3673",2004,"Paraiba","may",9,"01/01/2004",0,0,8.5,13.7
"3674",2005,"Paraiba","may",125,"01/01/2005",11.06,0,4,16.8
"3675",2006,"Paraiba","may",90,"01/01/2006",16,0,5.4,16.8
"3676",2007,"Paraiba","may",14,"01/01/2007",3.63,0,2.2,17.1
"3677",2008,"Paraiba","may",41,"01/01/2008",34.36,0,4.9,20.8
"3678",2009,"Paraiba","may",117,"01/01/2009",7.3,0,8.5,25.3
"3679",2010,"Paraiba","may",39,"01/01/2010",0,0,4,10.6
"3680",2011,"Paraiba","may",97,"01/01/2011",0,0,2.7,10.3
"3681",2012,"Paraiba","may",86,"01/01/2012",3.07,0,4.9,16.8
"3682",2013,"Paraiba","may",85,"01/01/2013",0,0,2.7,21.2
"3683",2014,"Paraiba","may",109,"01/01/2014",11.24,0,5.8,20.6
"3684",2015,"Paraiba","may",77,"01/01/2015",0,0,3.1,18.2
"3685",2016,"Paraiba","may",72,"01/01/2016",12.1,0,5.4,15.9
"3686",2017,"Paraiba","may",49,"01/01/2017",0,0,2.7,24.1
"3687",1998,"Paraiba","jun",36,"01/01/1998",0,0.2,3.1,26.3
"3688",1999,"Paraiba","jun",31,"01/01/1999",12.64,0,3.1,28.3
"3689",2000,"Paraiba","jun",53,"01/01/2000",0,0,4,15.6
"3690",2001,"Paraiba","jun",43,"01/01/2001",0,0,3.1,30.8
"3691",2002,"Paraiba","jun",115,"01/01/2002",1.9,0,2.2,10.6
"3692",2003,"Paraiba","jun",159,"01/01/2003",34.36,0,5.4,20.1
"3693",2004,"Paraiba","jun",147,"01/01/2004",0,0,4.9,11.6
"3694",2005,"Paraiba","jun",114,"01/01/2005",3.63,0,0.9,18.4
"3695",2006,"Paraiba","jun",62,"01/01/2006",746.28,0,3.6,9
"3696",2007,"Paraiba","jun",57,"01/01/2007",0,0,3.1,25.9
"3697",2008,"Paraiba","jun",17,"01/01/2008",24.23,0,2.7,17.1
"3698",2009,"Paraiba","jun",105,"01/01/2009",0,0,4,19.2
"3699",2010,"Paraiba","jun",55,"01/01/2010",0,0,2.7,17.4
"3700",2011,"Paraiba","jun",162,"01/01/2011",32.07,0,2.2,25.5
"3701",2012,"Paraiba","jun",77,"01/01/2012",0,0,3.1,8.8
"3702",2013,"Paraiba","jun",52,"01/01/2013",0,0,2.7,22.7
"3703",2014,"Paraiba","jun",112,"01/01/2014",0,0,1.3,21.1
"3704",2015,"Paraiba","jun",201,"01/01/2015",31.86,0,3.1,21.9
"3705",2016,"Paraiba","jun",238,"01/01/2016",7.04,0,1.8,20.6
"3706",2017,"Paraiba","jun",169,"01/01/2017",28.66,0,3.1,16.6
"3707",1998,"Paraiba","jul",59,"01/01/1998",0,0,0.9,12.3
"3708",1999,"Paraiba","jul",94,"01/01/1999",0,0,4.5,9.3
"3709",2000,"Paraiba","jul",98,"01/01/2000",0,0,2.7,21.3
"3710",2001,"Paraiba","jul",122,"01/01/2001",0,0,2.2,20.7
"3711",2002,"Paraiba","jul",172,"01/01/2002",26.43,0,2.7,27.8
"3712",2003,"Paraiba","jul",101,"01/01/2003",0,0,2.7,26.3
"3713",2004,"Paraiba","jul",148,"01/01/2004",0,0,4.5,30.8
"3714",2005,"Paraiba","jul",155,"01/01/2005",0,0,5.8,22.9
"3715",2006,"Paraiba","jul",139,"01/01/2006",2,0,1.8,24.2
"3716",2007,"Paraiba","jul",60,"01/01/2007",2.44,0,4.5,17.9
"3717",2008,"Paraiba","jul",87,"01/01/2008",0,0,3.1,19.6
"3718",2009,"Paraiba","jul",34,"01/01/2009",0,0,4,20.1
"3719",2010,"Paraiba","jul",196,"01/01/2010",1.63,0,4.9,18.9
"3720",2011,"Paraiba","jul",262,"01/01/2011",0,0,3.6,17.8
"3721",2012,"Paraiba","jul",111,"01/01/2012",1.94,0,5.4,5.3
"3722",2013,"Paraiba","jul",168,"01/01/2013",0,0,5.4,18.2
"3723",2014,"Paraiba","jul",215,"01/01/2014",1.46,0,2.7,17.4
"3724",2015,"Paraiba","jul",137,"01/01/2015",0.96,0,1.3,12.3
"3725",2016,"Paraiba","jul",504,"01/01/2016",0,0,3.1,24
"3726",2017,"Paraiba","jul",891,"01/01/2017",28.66,0,2.7,28.7
"3727",1998,"Paraiba","aug",42,"01/01/1998",1.69,1.4,7.6,21.9
"3728",1999,"Paraiba","aug",938,"01/01/1999",9.27,0,4.5,16.8
"3729",2000,"Paraiba","aug",849,"01/01/2000",0,0,3.1,20.6
"3730",2001,"Paraiba","aug",342,"01/01/2001",15.64,0,3.1,8.8
"3731",2002,"Paraiba","aug",1.593,"01/01/2002",0,0,5.8,24.6
"3732",2003,"Paraiba","aug",1.896,"01/01/2003",0,0,4.5,20.1
"3733",2004,"Paraiba","aug",1.237,"01/01/2004",1.19,0,1.8,18.2
"3734",2005,"Paraiba","aug",800,"01/01/2005",0,0,0.9,19.3
"3735",2006,"Paraiba","aug",844,"01/01/2006",0,0,7.6,15.5
"3736",2007,"Paraiba","aug",580,"01/01/2007",11.22,0,4.9,21.2
"3737",2008,"Paraiba","aug",205,"01/01/2008",1.95,0,2.2,23
"3738",2009,"Paraiba","aug",844,"01/01/2009",3.35,0,4,19
"3739",2010,"Paraiba","aug",733,"01/01/2010",0,0,2.2,15.4
"3740",2011,"Paraiba","aug",435,"01/01/2011",0,0,2.7,27.9
"3741",2012,"Paraiba","aug",522,"01/01/2012",1.56,0,3.6,16.6
"3742",2013,"Paraiba","aug",481,"01/01/2013",0,0,2.2,16.1
"3743",2014,"Paraiba","aug",646,"01/01/2014",1.52,0,4,16.9
"3744",2015,"Paraiba","aug",651,"01/01/2015",3.35,0,2.7,19.2
"3745",2016,"Paraiba","aug",1.01,"01/01/2016",49.37,0,5.8,21.8
"3746",2017,"Paraiba","aug",987,"01/01/2017",0,0,4.9,15.5
"3747",1998,"Paraiba","sep",61,"01/01/1998",0,0,0.9,18.2
"3748",1999,"Paraiba","sep",878,"01/01/1999",71.3,0,2.7,23.7
"3749",2000,"Paraiba","sep",381,"01/01/2000",0,0,3.1,19.2
"3750",2001,"Paraiba","sep",258,"01/01/2001",0,0,1.3,18
"3751",2002,"Paraiba","sep",1.071,"01/01/2002",0,0,3.6,28.2
"3752",2003,"Paraiba","sep",2.446,"01/01/2003",1090.84,0,4,16.8
"3753",2004,"Paraiba","sep",1.36,"01/01/2004",0.47,0,4,24.9
"3754",2005,"Paraiba","sep",386,"01/01/2005",0,0,2.2,17.4
"3755",2006,"Paraiba","sep",866,"01/01/2006",0,0,9.4,22.4
"3756",2007,"Paraiba","sep",960,"01/01/2007",0,0,4.5,23.9
"3757",2008,"Paraiba","sep",413,"01/01/2008",7.3,0,1.3,5.2
"3758",2009,"Paraiba","sep",149,"01/01/2009",0,0,2.2,28
"3759",2010,"Paraiba","sep",270,"01/01/2010",0.96,0,0.9,17
"3760",2011,"Paraiba","sep",913,"01/01/2011",1.07,0,5.8,17.2
"3761",2012,"Paraiba","sep",459,"01/01/2012",0,0,1.8,19.4
"3762",2013,"Paraiba","sep",476,"01/01/2013",0,0,4,17.3
"3763",2014,"Paraiba","sep",443,"01/01/2014",13.7,0,5.4,23.5
"3764",2015,"Paraiba","sep",599,"01/01/2015",46.7,0,8.5,23
"3765",2016,"Paraiba","sep",1.371,"01/01/2016",0,0,1.8,15.9
"3766",2017,"Paraiba","sep",1.706,"01/01/2017",0,0,5.4,14.3
"3767",1998,"Paraiba","oct",61,"01/01/1998",0,0,4,10.9
"3768",1999,"Paraiba","oct",452,"01/01/1999",8.98,0,4.5,20.7
"3769",2000,"Paraiba","oct",658,"01/01/2000",0,0,7.6,18.4
"3770",2001,"Paraiba","oct",209,"01/01/2001",1.72,0,3.6,18.9
"3771",2002,"Paraiba","oct",399,"01/01/2002",0,0,0.9,15.6
"3772",2003,"Paraiba","oct",1.228,"01/01/2003",278.53,0,2.7,15.4
"3773",2004,"Paraiba","oct",666,"01/01/2004",0,0,5.8,15.6
"3774",2005,"Paraiba","oct",157,"01/01/2005",0,0,2.2,13.1
"3775",2006,"Paraiba","oct",327,"01/01/2006",1.12,0,8.5,16.2
"3776",2007,"Paraiba","oct",194,"01/01/2007",0,0,5.8,8.2
"3777",2008,"Paraiba","oct",78,"01/01/2008",0,0,3.6,15.6
"3778",2009,"Paraiba","oct",424,"01/01/2009",0,0,1.8,17.3
"3779",2010,"Paraiba","oct",230,"01/01/2010",35.88,0,4,16.6
"3780",2011,"Paraiba","oct",256,"01/01/2011",0,0,4.9,19.9
"3781",2012,"Paraiba","oct",145,"01/01/2012",19.23,0,9.4,21.7
"3782",2013,"Paraiba","oct",233,"01/01/2013",5.38,0,7.2,21.2
"3783",2014,"Paraiba","oct",411,"01/01/2014",1.69,0,4,19.1
"3784",2015,"Paraiba","oct",158,"01/01/2015",0.43,0,4,11.8
"3785",2016,"Paraiba","oct",193,"01/01/2016",43.32,0,3.1,32.3
"3786",2017,"Paraiba","oct",134,"01/01/2017",7.36,0,2.2,23.5
"3787",1998,"Paraiba","nov",143,"01/01/1998",0.95,0,3.6,20.1
"3788",1999,"Paraiba","nov",447,"01/01/1999",35.88,0,5.4,26.4
"3789",2000,"Paraiba","nov",85,"01/01/2000",0,0,2.2,24.3
"3790",2001,"Paraiba","nov",89,"01/01/2001",0,0,2.2,13.3
"3791",2002,"Paraiba","nov",425,"01/01/2002",0,0,4,11.3
"3792",2003,"Paraiba","nov",503,"01/01/2003",6.57,0,5.8,19.1
"3793",2004,"Paraiba","nov",388,"01/01/2004",8,0,2.2,27.6
"3794",2005,"Paraiba","nov",597,"01/01/2005",0,0,4.9,18.9
"3795",2006,"Paraiba","nov",60,"01/01/2006",174.63,0,5.8,19.4
"3796",2007,"Paraiba","nov",59,"01/01/2007",0,0,4.5,17.6
"3797",2008,"Paraiba","nov",39,"01/01/2008",0,0,1.8,17
"3798",2009,"Paraiba","nov",90,"01/01/2009",8.59,0,2.2,18.8
"3799",2010,"Paraiba","nov",183,"01/01/2010",51.78,0,4.9,26.2
"3800",2011,"Paraiba","nov",138,"01/01/2011",48.55,0,6.7,4.6
"3801",2012,"Paraiba","nov",142,"01/01/2012",0,0,3.1,25.6
"3802",2013,"Paraiba","nov",126,"01/01/2013",1.64,0,5.4,18.8
"3803",2014,"Paraiba","nov",68,"01/01/2014",11.16,0,2.7,17.8
"3804",2015,"Paraiba","nov",18,"01/01/2015",39.35,0,3.1,27.7
"3805",2016,"Paraiba","nov",275,"01/01/2016",0,0,4.5,14.7
"3806",2017,"Paraiba","nov",292,"01/01/2017",0,0,0.9,24.6
"3807",1998,"Paraiba","dec",82,"01/01/1998",0.52,0,1.8,20.4
"3808",1999,"Paraiba","dec",254,"01/01/1999",0,0,6.3,22.9
"3809",2000,"Paraiba","dec",159,"01/01/2000",4.61,0,3.1,26.8
"3810",2001,"Paraiba","dec",85,"01/01/2001",2.87,0,5.4,28
"3811",2002,"Paraiba","dec",165,"01/01/2002",29.48,0,7.2,22.1
"3812",2003,"Paraiba","dec",171,"01/01/2003",0,0,8,14.2
"3813",2004,"Paraiba","dec",151,"01/01/2004",1.94,0,7.2,17.6
"3814",2005,"Paraiba","dec",40,"01/01/2005",0,0,4,20.3
"3815",2006,"Paraiba","dec",6,"01/01/2006",0,0,7.6,5.1
"3816",2007,"Paraiba","dec",22,"01/01/2007",0,0,4,30.8
"3817",2008,"Paraiba","dec",62,"01/01/2008",0,0,6.7,5.8
"3818",2009,"Paraiba","dec",30,"01/01/2009",0,0,4.5,21.8
"3819",2010,"Paraiba","dec",37,"01/01/2010",0,0,9.4,18.2
"3820",2011,"Paraiba","dec",78,"01/01/2011",0,0,6.7,15.9
"3821",2012,"Paraiba","dec",54,"01/01/2012",11.19,0,4,32.3
"3822",2013,"Paraiba","dec",155,"01/01/2013",0.54,0,1.8,17.1
"3823",2014,"Paraiba","dec",78,"01/01/2014",0,0,4,25.3
"3824",2015,"Paraiba","dec",30,"01/01/2015",10.34,0,6.3,22.9
"3825",2016,"Paraiba","dec",45,"01/01/2016",0,0,4,14.2
"3826",1998,"Pernambuco","jan",0,"01/01/1998",82.75,0,7.2,19.6
"3827",1999,"Pernambuco","jan",102,"01/01/1999",0.68,0,5.4,20.4
"3828",2000,"Pernambuco","jan",3,"01/01/2000",1.07,0,4.9,25.9
"3829",2001,"Pernambuco","jan",7,"01/01/2001",61.13,0,4.5,17
"3830",2002,"Pernambuco","jan",10,"01/01/2002",0,0,5.4,17.8
"3831",2003,"Pernambuco","jan",188,"01/01/2003",0,0,1.8,20.8
"3832",2004,"Pernambuco","jan",29,"01/01/2004",0,0,3.1,17.7
"3833",2005,"Pernambuco","jan",221,"01/01/2005",0,0,2.2,24.2
"3834",2006,"Pernambuco","jan",148,"01/01/2006",0,0,6.3,15.2
"3835",2007,"Pernambuco","jan",156,"01/01/2007",49.59,0,4.9,22.1
"3836",2008,"Pernambuco","jan",170,"01/01/2008",0,0,1.3,5.3
"3837",2009,"Pernambuco","jan",256,"01/01/2009",2.03,0,3.1,29.3
"3838",2010,"Pernambuco","jan",47,"01/01/2010",0,0,4.9,20.6
"3839",2011,"Pernambuco","jan",49,"01/01/2011",0,0,6.3,25
"3840",2012,"Pernambuco","jan",146,"01/01/2012",0,0,2.2,18
"3841",2013,"Pernambuco","jan",55,"01/01/2013",3.2,0,5.8,15.5
"3842",2014,"Pernambuco","jan",99,"01/01/2014",46.7,0,4,17
"3843",2015,"Pernambuco","jan",109,"01/01/2015",0,0,5.4,30.2
"3844",2016,"Pernambuco","jan",24,"01/01/2016",0,0,2.7,23.9
"3845",2017,"Pernambuco","jan",52,"01/01/2017",0,0,2.7,8.7
"3846",1998,"Pernambuco","feb",0,"01/01/1998",27.35,0,6.7,15.8
"3847",1999,"Pernambuco","feb",13,"01/01/1999",0,0,4.9,24.2
"3848",2000,"Pernambuco","feb",4,"01/01/2000",0,0,3.1,18.9
"3849",2001,"Pernambuco","feb",2,"01/01/2001",0,0,2.2,19.9
"3850",2002,"Pernambuco","feb",19,"01/01/2002",8.31,0,5.4,26.1
"3851",2003,"Pernambuco","feb",35,"01/01/2003",8.31,0,2.7,20.1
"3852",2004,"Pernambuco","feb",8,"01/01/2004",49.59,0,4,17
"3853",2005,"Pernambuco","feb",33,"01/01/2005",0,0,5.4,19.8
"3854",2006,"Pernambuco","feb",41,"01/01/2006",1.23,0,0.9,20.6
"3855",2007,"Pernambuco","feb",21,"01/01/2007",0,0,4.5,10.6
"3856",2008,"Pernambuco","feb",48,"01/01/2008",7.73,0,5.4,15.1
"3857",2009,"Pernambuco","feb",28,"01/01/2009",0,0,5.8,15.9
"3858",2010,"Pernambuco","feb",33,"01/01/2010",0,0,1.8,10.5
"3859",2011,"Pernambuco","feb",25,"01/01/2011",0,0,1.8,15.4
"3860",2012,"Pernambuco","feb",64,"01/01/2012",0,0,5.8,25.3
"3861",2013,"Pernambuco","feb",29,"01/01/2013",0,0,3.6,26.4
"3862",2014,"Pernambuco","feb",25,"01/01/2014",10.73,0,2.7,17.3
"3863",2015,"Pernambuco","feb",55,"01/01/2015",0,0,0.9,16.6
"3864",2016,"Pernambuco","feb",19,"01/01/2016",0.79,0,1.8,13.2
"3865",2017,"Pernambuco","feb",23,"01/01/2017",0.09,0,4,21.4
"3866",1998,"Pernambuco","mar",0,"01/01/1998",0,0,2.7,20.3
"3867",1999,"Pernambuco","mar",27,"01/01/1999",0,0,3.1,18.5
"3868",2000,"Pernambuco","mar",14,"01/01/2000",1.56,0,5.8,23.7
"3869",2001,"Pernambuco","mar",0,"01/01/2001",0,0,2.7,19.9
"3870",2002,"Pernambuco","mar",24,"01/01/2002",2.44,0,4.9,19.9
"3871",2003,"Pernambuco","mar",9,"01/01/2003",0,0,4,26.9
"3872",2004,"Pernambuco","mar",6,"01/01/2004",11.22,0,1.8,17.2
"3873",2005,"Pernambuco","mar",45,"01/01/2005",11.22,0,7.6,17.3
"3874",2006,"Pernambuco","mar",18,"01/01/2006",0,0,0.9,32.6
"3875",2007,"Pernambuco","mar",4,"01/01/2007",0,0,6.3,22.8
"3876",2008,"Pernambuco","mar",32,"01/01/2008",0,0,5.4,17.4
"3877",2009,"Pernambuco","mar",15,"01/01/2009",0,0,3.6,23.7
"3878",2010,"Pernambuco","mar",59,"01/01/2010",1.19,0,4,21.4
"3879",2011,"Pernambuco","mar",39,"01/01/2011",0.33,0,2.2,19.1
"3880",2012,"Pernambuco","mar",44,"01/01/2012",0,0,2.7,14.2
"3881",2013,"Pernambuco","mar",40,"01/01/2013",20.03,0,1.3,20.8
"3882",2014,"Pernambuco","mar",36,"01/01/2014",10.34,0,7.2,20.6
"3883",2015,"Pernambuco","mar",33,"01/01/2015",30.18,0,2.7,11.8
"3884",2016,"Pernambuco","mar",4,"01/01/2016",0,0,3.1,27.7
"3885",2017,"Pernambuco","mar",7,"01/01/2017",0,0,2.2,4.8
"3886",1998,"Pernambuco","apr",0,"01/01/1998",17.85,0,4,23.9
"3887",1999,"Pernambuco","apr",2,"01/01/1999",35.88,0,8.5,21.4
"3888",2000,"Pernambuco","apr",1,"01/01/2000",28.66,0,5.8,18.5
"3889",2001,"Pernambuco","apr",2,"01/01/2001",0,0,6.7,20.7
"3890",2002,"Pernambuco","apr",5,"01/01/2002",11.16,0,6.7,16.1
"3891",2003,"Pernambuco","apr",7,"01/01/2003",0,0,4,10.6
"3892",2004,"Pernambuco","apr",5,"01/01/2004",0,0,4,20.3
"3893",2005,"Pernambuco","apr",1,"01/01/2005",105.66,0,5.4,23.4
"3894",2006,"Pernambuco","apr",2,"01/01/2006",0.09,0,6.7,18
"3895",2007,"Pernambuco","apr",1,"01/01/2007",30.32,0,8.5,19.3
"3896",2008,"Pernambuco","apr",5,"01/01/2008",0,0,5.4,20.9
"3897",2009,"Pernambuco","apr",3,"01/01/2009",0,0,7.6,17.8
"3898",2010,"Pernambuco","apr",2,"01/01/2010",10.08,0,5.4,10.5
"3899",2011,"Pernambuco","apr",22,"01/01/2011",56.04,0,2.7,15.4
"3900",2012,"Pernambuco","apr",46,"01/01/2012",0,0,4,16.3
"3901",2013,"Pernambuco","apr",11,"01/01/2013",0,0,3.6,18.3
"3902",2014,"Pernambuco","apr",10,"01/01/2014",0,0,4.5,19.3
"3903",2015,"Pernambuco","apr",30,"01/01/2015",8.68,0,6.3,19.6
"3904",2016,"Pernambuco","apr",8,"01/01/2016",0,0,6.7,5.1
"3905",2017,"Pernambuco","apr",9,"01/01/2017",0.68,0,3.1,16.7
"3906",1998,"Pernambuco","may",0,"01/01/1998",0,0.8,2.2,17.3
"3907",1999,"Pernambuco","may",6,"01/01/1999",0,0,4.9,13.7
"3908",2000,"Pernambuco","may",7,"01/01/2000",0,0,1.8,21.9
"3909",2001,"Pernambuco","may",5,"01/01/2001",4.4,0,6.7,22.1
"3910",2002,"Pernambuco","may",13,"01/01/2002",0,0,2.7,19.3
"3911",2003,"Pernambuco","may",1,"01/01/2003",2.47,0,3.6,20.7
"3912",2004,"Pernambuco","may",2,"01/01/2004",35.88,0,1.8,17
"3913",2005,"Pernambuco","may",1,"01/01/2005",1.75,0,4.5,19.1
"3914",2006,"Pernambuco","may",1,"01/01/2006",0,0,4.9,24.8
"3915",2007,"Pernambuco","may",0,"01/01/2007",0,0,3.1,16.7
"3916",2008,"Pernambuco","may",0,"01/01/2008",10.93,0,4,13.4
"3917",2009,"Pernambuco","may",0,"01/01/2009",0.95,0,4,5.3
"3918",2010,"Pernambuco","may",8,"01/01/2010",31.86,0,3.1,28
"3919",2011,"Pernambuco","may",1,"01/01/2011",0,0,5.4,16.8
"3920",2012,"Pernambuco","may",36,"01/01/2012",4.62,0,2.2,19.3
"3921",2013,"Pernambuco","may",9,"01/01/2013",64.1,0,4,32.3
"3922",2014,"Pernambuco","may",4,"01/01/2014",0,0,4.9,18.8
"3923",2015,"Pernambuco","may",17,"01/01/2015",2.29,0,0.9,21.1
"3924",2016,"Pernambuco","may",6,"01/01/2016",1.94,0,5.8,19.6
"3925",2017,"Pernambuco","may",13,"01/01/2017",0,0,3.1,21.4
"3926",1998,"Pernambuco","jun",1,"01/01/1998",0,0,3.6,24.3
"3927",1999,"Pernambuco","jun",7,"01/01/1999",0,0,6.7,13.9
"3928",2000,"Pernambuco","jun",4,"01/01/2000",0,0,7.6,21.5
"3929",2001,"Pernambuco","jun",2,"01/01/2001",24.24,0,3.6,28.3
"3930",2002,"Pernambuco","jun",1,"01/01/2002",0,0,2.7,22.3
"3931",2003,"Pernambuco","jun",2,"01/01/2003",0.61,0,4,18.2
"3932",2004,"Pernambuco","jun",4,"01/01/2004",0,0,4.9,11
"3933",2005,"Pernambuco","jun",3,"01/01/2005",0,0,5.8,21.4
"3934",2006,"Pernambuco","jun",0,"01/01/2006",29.48,0,8.5,12.4
"3935",2007,"Pernambuco","jun",1,"01/01/2007",0,0,2.7,14.2
"3936",2008,"Pernambuco","jun",0,"01/01/2008",1.94,0,4.9,24.6
"3937",2009,"Pernambuco","jun",1,"01/01/2009",26,0,4,16.4
"3938",2010,"Pernambuco","jun",1,"01/01/2010",51.78,0,1.8,24.9
"3939",2011,"Pernambuco","jun",4,"01/01/2011",24.59,0,2.7,24.2
"3940",2012,"Pernambuco","jun",12,"01/01/2012",0,0,2.7,13.1
"3941",2013,"Pernambuco","jun",12,"01/01/2013",0,0,0.4,19.2
"3942",2014,"Pernambuco","jun",3,"01/01/2014",3.32,0,3.6,15.6
"3943",2015,"Pernambuco","jun",3,"01/01/2015",0,0,2.2,21.3
"3944",2016,"Pernambuco","jun",4,"01/01/2016",3.94,0,4.9,17.6
"3945",2017,"Pernambuco","jun",5,"01/01/2017",15.45,0,9.4,15.8
"3946",1998,"Pernambuco","jul",5,"01/01/1998",0,0,5.4,13.7
"3947",1999,"Pernambuco","jul",2,"01/01/1999",0,0,3.1,17.7
"3948",2000,"Pernambuco","jul",0,"01/01/2000",0,0,5.8,18.7
"3949",2001,"Pernambuco","jul",6,"01/01/2001",28.66,0,4.9,24.6
"3950",2002,"Pernambuco","jul",8,"01/01/2002",0,0,8,20.8
"3951",2003,"Pernambuco","jul",5,"01/01/2003",0.95,0,6.7,18.4
"3952",2004,"Pernambuco","jul",13,"01/01/2004",3.3,0,2.2,24.2
"3953",2005,"Pernambuco","jul",1,"01/01/2005",6.38,0,0.9,16.6
"3954",2006,"Pernambuco","jul",1,"01/01/2006",0,0,8.5,14.9
"3955",2007,"Pernambuco","jul",3,"01/01/2007",0,0,1.3,10.1
"3956",2008,"Pernambuco","jul",0,"01/01/2008",42.87,0,4,24.1
"3957",2009,"Pernambuco","jul",1,"01/01/2009",0,0,5.8,18.8
"3958",2010,"Pernambuco","jul",7,"01/01/2010",0,0,2.7,17.2
"3959",2011,"Pernambuco","jul",2,"01/01/2011",0,0,4.5,20.8
"3960",2012,"Pernambuco","jul",11,"01/01/2012",28.74,0,3.1,15.4
"3961",2013,"Pernambuco","jul",4,"01/01/2013",0,0,4.5,32.4
"3962",2014,"Pernambuco","jul",11,"01/01/2014",7.73,0,2.2,18.3
"3963",2015,"Pernambuco","jul",13,"01/01/2015",1.64,0,2.2,19.4
"3964",2016,"Pernambuco","jul",17,"01/01/2016",10.08,0,3.1,24.9
"3965",2017,"Pernambuco","jul",2,"01/01/2017",0,0,4.5,22.8
"3966",1998,"Pernambuco","aug",12,"01/01/1998",0,0,5.8,17.8
"3967",1999,"Pernambuco","aug",3,"01/01/1999",8.24,0,7.6,4.6
"3968",2000,"Pernambuco","aug",31,"01/01/2000",0,0,3.1,25
"3969",2001,"Pernambuco","aug",27,"01/01/2001",3.18,0,4.9,18
"3970",2002,"Pernambuco","aug",37,"01/01/2002",0,0,2.7,21.5
"3971",2003,"Pernambuco","aug",26,"01/01/2003",0,0,2.2,21.9
"3972",2004,"Pernambuco","aug",41,"01/01/2004",0,0,4.5,15.2
"3973",2005,"Pernambuco","aug",10,"01/01/2005",0.24,0,2.2,10.6
"3974",2006,"Pernambuco","aug",8,"01/01/2006",0,0,2.2,12.4
"3975",2007,"Pernambuco","aug",20,"01/01/2007",2.18,0,4.9,17.3
"3976",2008,"Pernambuco","aug",2,"01/01/2008",0,0,5.4,22.2
"3977",2009,"Pernambuco","aug",10,"01/01/2009",0,0,3.1,16.8
"3978",2010,"Pernambuco","aug",29,"01/01/2010",0,0,1.8,20.3
